,Label,text
31,bodo,"Oh oh oh eyah
Oh oh eyah

Hmm

Eto aho dia variana mamisavisa ny vita
Dia lasa koa ny ora ny taona mitombo mora.
Ka hoy aho hoe, fombany ihany io
Toneo fo dia itsiko.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina

Oh oh oh eyah
Oh oh eyah

Ny ho avy indray jerena, raha mbola misy ny homena
Ny anio aloha dia vita, ny ampitso indray mahita
Ka hoy aho hoe fombany ihany io,
Toneo ny fo dia itsikio.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina

oohh
Ka hoy aho hoe fombany ihany io,
Toneo ny fo dia itsikio.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina        --------"
32,bodo,"Izay nataonao hahasambatra anao
Toa mandamoka, sy very lava izao
Tofoka ianao fa na tsara aza natao
Vao mainka koa maha-be fahavalo anao

Mihodina anao ireo niantranao
Ka na ireo aza niteny ratsy anao
Dia hiova ianao, izay no hevitrao
Fa tsinontsinona izay kely vitanao

Tsy izany no ahakivy anao

Tsaroana ery hoy ihany ianao
Izay mba fahotana kely vitanao
Tsy levona iny, voatanisa hatramin’izao
Ka mety hibaby hatramin’ny taranakao

Aleo hilaza izay manam-bava
Aleo hifosa izay olon-doza
Fa raha ianao madio toa zaza
Ny sainao, ny fonao izay no tandrovy

Hoy aho hoe :


Mpihira : bodo
Tonony : bodo
Feony : bodo        --------"
33,bodo,"Saingy hitanao
Misy rano ve 
Teo amin’ny tavako
Saingy henonao
Misy feo niloatra
Teo amin’ny vavako
Dia noheverinao
Fa tomany no 
Tamin’ny tarehiko
Dia noheverinao
Fa hoe ranomaso
No nisolo ny hehiko
Diso anefa ianao
Piti-drano ilay
Tamin’ny takolako
Ary tsy toloko
Ilay renao teo 
Fa angolangolako

Tsy maninona aho 
Tsy maninona aho
Ianao no voafitaky 
Ny eritreritrao
Izaho tsy mitalaho
Izaho tsy mitalaho
Tsy ilaiko akory 
Ny fampiononanao



Raha hitanao
Eny an-dalana eny
‘Lay olo-malalako
Dia mba ilazao
Fa tsy izy akory
Tsy izy no halako
Fa tandremonao
Sao lazainao azy
Ny amin’ny tantarako
‘Zao dia izao ihany
No ho teninao
Ka mba hanafarako
Diso hono hoe ianao
Raha heverinao
Fa tomany no ao am-po
Efa adino hono hoe
Ny momba anareo
Efa adino avokoa

Tsy maninona aho
Tsy maninona aho
Efa nionona aho
Ilay nilaozanao
Izaho tsy mitalaho
Izaho tsy mitalaho
Tsy ilaiko akory 
Ny fiverenanao

Tonony : abel andriarimalala
Feony : abel andriarimalala        --------"
34,bodo,"Raha tsy ho eo intsony ilay fitiavana hatrizay
Raha toa hizara roa ilay fo iray
Raha toa ka ho rava izay naorintsika izay
Raha toa ka nangatsika ilay fitia
Aza asiana teny intsony fa aleo
Hivalona avy hatrany
Aza asina alahelo na arahina tomany

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo

Tsy maninona raha tsy anjarantsika roa
Ny hikambana ho tena iray tokoa
Tsy maninona raha toa ka faniriana iray tsy to
Tsy isika nomandahatra mialoha
Fitiavana tsy matotra na koa
Tsy nahafehy tena satria sahy nandà izay efa nekena

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo

Fa toa nifanjohy tsy nifankafoy nivoady  ho doria
Kanefa rava foana teo ilay fiainandry
(Fitia tsy hifanohy....) Raha toa tsy hifanjohy tsy hifanaradia
Tsy hifampitsinjo koa raha tsy to ilay fitia... dia...

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo


Tsy maninona raha toa ka faniriana iray tsy to
Tsy isika nomandahatra mialoha....
Bodo & Naivo        --------"
35,bodo,"Ity hira ity no hamangiako anao any,
Dia hilazako hoe, hoe fitiavako madio.
Izao ihany aho dia hanambatra ny hery.
Ireny no efa vita ka tsy tiako ho very.

Tsy miova aho, (tsy miova)
tsy miova intsony aho. (tsy miova intsony)
Fa tena tia, (Fa efa tia)
Tena tia anao. (Tena tia anao)

Esory hatreo izay mampiahiahy, hm hmm
Ny fitiavako anao dia ataovy am-panahy.
Mandrakotra fotoana tsy ravan'ny taona
Tsy norefesina ho ampirafesina.

Tsy miova aho, (tsy miova)
tsy miova intsony. (tsy miova intsony)
Fa tena tia, (Fa efa tia)
Tena tia anao. (Tena tia anao)


Fitia mampitony.
Tsy mandray ny hafa intsony
Fitia tena feno
Mamerovero.
Fitia mitafy
Ka tsy hisy ny hanampy
Fitia mahay miampita
Tsy mety simba.

Tsy miova aho!

Fitia mampitony
Tsy mandray ny hafa intsony
Fitia tena feno
Mamerovero
Fitia mitafy
Ka tsy hisy ny hanampy
Fitia mahay miampita
Tsy mety ho simba

Tsy miova aho, (tsy miova)
tsy miova intsony aho. (tsy miova intsony)
Fa tena tia, (Fa efa tia)
Tena tia anao. (Tena tia anao)

Tsy miova aho, (tsy miova)
tsy miova intsony. (tsy miova intsony)
Fa efa tia, (Fa efa tia)
Efa tia anao. (Tena tia anao)        --------"
36,bodo,"Satriko tsy hilentika iny masoandro iny
Fa sompatra ny alina
Satriko ho mavana irony ahi-maitso
Fa tonga ny ririnina
Satriko tsy ho levona ny afo nanafana
Fa lasana lavenona
Satriko tsy hisaraka ny tana- mifandray
Fa sendra tadio sy orana maventy
Tora- defona mafonja 
Ka nilofika tsy fidiny
Tsy iriko, tsy iriko ny handratra
Fanahy ankiroa mifangoa
Fa tendrin’ny ao ambony
Izay no fiononako
Sy vali-tonom-bavako
Raha ho lasa ianao anefa ny foko mitahiry
Ilay nofy mamy teo
Fa izay no sisa heriko
Ahafahako milanja ilay alahelom-poko        --------"
37,bodo,"Mba ambarao mazava aminay ry Ray
Fa mbola misy zavatra tsy takatray
Ny tsy hamalianao ireo vavakay
Hatramin’izao ka hatramin’izay
Fa mbola feno fahotana ve izahay
Ka mbola tsy voavelanao ny helokay
Na dia miantso anao isan’andro aza izahay
Dia ny omaly tsy miova ny fiainanay

Tsy ho kivy anie aho miantso Anao 
Ray Malala ô
Hiantso Anao foana ity zanaka adala
Efa ela anie aho no mba te hiala
Amin’ny fiainanay toa kidaladala
Raha sitrakao ry Tompo omeo ahy ny hery
Hiatrehako ny ampitso ho avy mistery
Tariho làlana aho mba tsy ho very
Fa malemy sy osa feno fery

Mba iza moa ry Ray no hitarainako
Afa tsy Ianao izay nanao ny fiainako
Raha mitady hamolaka ny zava-manjo
Ianao ihany no andry iankinako
Ialako tsiny re ry Tompo Aminao
Na dia efa kivy tsy te hihaino ahy aza Ianao
Indro aho ry Tompo raiso fa adidinao
Efa trotraka miangavy mitalaho

Nangoniko ny heriko tato anaty
Hanazava ny finoako  mba tsy ho faty
Efa hatry ny ela anie aho no efa nino
Fa ny Raiko ambony tsy manadino
Ifonako ny ditra sy ny hadalàna
Tsy ataoko intsony ny handika lalàna
Indro ny tenako atolotro Anao
Inty aho ry Tompo ho irakao, irakao        --------"
38,bodo,"Moa va ianao ilay nandondona teo iny
Tsy novohaiko fa natahotra aho, aza tsiny
Ny andro koa moa efa maizina tamin’iny
Ny orana mijojo, rivotra nifofo
Naleoko tsy namaly

Menamenatra  ery aho ny omalin’iny
Ianao ilay nikopaka ahy, nefa izaho tsy nivily
Rehefa tsinjoko ianao fa nanaraka ahy
Nodiako tsy jerena
Nefa aho manantena
Fa mbola hihaona indray

Ka dia inona ary izato anton’ny dia
Aza misalasala fa avia
Mino aho fa hiandry valin’ny fitia
Matoa ianao velom-pitsikiana

Izaho akory tsy miavona sanatria
Nefa tsy tsipolitra manara-dia
Eto imasonao aho no milaza
Ho doria ny ahy fa tsy fitiavan-jaza


Mpihira : bodo
Tonony : bodo
Feony : bodo        --------"
39,bodo,"Singan'olona toa very izany izaho
 Ravinkazo tafasaraka aman-taho 
Tapak'ahitr(a) entin-driaka ka indrisy
 Izay mba toera-nitodiana toa tsy misy

Zana-borona nanintan'elatra aho 
Raiki-tahotry ny orambe mitraho 
Tsy mba zatra ny fanala an-keniheny
 Ka maniry ny homban'ny ela-dreny

Manantena sady miandry fatratra aho 
Ka ny taratrao ry volana hapariaho
 Dia vimbino izany alahelo izany 
Fa ianao no tazana eto tsinjo any

Ombimanga diso ala mantsy aho 
Manin-kavana tsy foy ka mitalaho 
Any ambadika atsimon'iny bainga
 Izay milaza tsy hisento re mandainga

Singan'olona toa very izany izaho 
Sady tolan(ny manjo ka hivavao 
O ry Zoky,O ry Zandry hany fara Irario mba ho tafita soamantsara

O ry kintana ombay manatrika aho
 Mila tsy ho very dia ka iresaho Ianareo no solon-kava-mahatratra
 Izarako izay mba zavatra mihatra

Dia veloma sy masina indrindra ho'aho 
Ny fiarovan'ny Tsitoha no angatao
 Izany sandriny mahery tsy hiala 
Fa hivimbina ny dian'ny malala        --------"
40,bodo,"Singan'olona toa very izany izaho
Ravinkazo tafasaraka aman-taho
Tapak'ahitr(a) entin-driaka ka indrisy
 Izay mba toera-nitodiana toa tsy misy

   Zana-borona nanintsan'elatra aho
Raiki-tahotry ny orambe mitraho
Tsy mba zatra ny fanala an-keniheny
Ka maniry ny homban'ny ela-dreny

   Manantena sady miandry fatratra aho
Ka ny taratrao ry volana hapariaho
Dia vimbino izany alahelo izanyFa ianao no tazana eto tsinjo any

   Ombimanga diso ala mantsy aho
Manin-kavana tsy foy ka mitalaho
Any ambadika atsimon'iny bainga 
Izay milaza tsy hisento re mandainga

   Singan'olona toa very izany izaho
Sady tolan(ny manjo ka hivavao
O ry Zoky,O ry Zandry hany fara
Irario mba ho tafita soamantsara

   O ry kintana ombay manatrika aho
Mila tsy ho very dia ka iresaho
Ianareo no solon-kava-mahatratra
Izarako izay mba zavatra mihatra

   Dia veloma sy masina indrindra ho'aho
Ny fiarovan'ny Tsitoha no angatao
Izany sandriny mahery tsy hiala
Fa hivimbina ny dian'ny malala 

Elisa Fredda        --------"
41,bodo,"Niova indray izao ny fiainako
Tsy roa intsony toy ny teo aloha
Fa  niampy iray izay tena efa niriako
Efa ela izy no nofisiko
Efa ela izay no nofisiko
Fa mamy ery fa silaky ny  aina
Kokokoloina fa tena lalaina
Ary handaniako herim-po sy herin-tsaina
Tsy ataoko mampitaraina
Tsy ataoko mampitaraina
Ny ditra kely sy ny tomany
Ny hantahantany ho satriko ihany
Ankalozaiko dia omeko fitia 
Hilalaovako an-dry
Ary omeko tambitamby mandrakizay
Avelao ho azy 
ny ezaka hatrizay
Fa na mafy aza izany
Ho zakaiko fa ho anay
Zanako, zanako
Sitrapoko avelako avokoa
Fa izay rehetra atao dia ho an’ilay sombinaiko


Mpihira : bodo
Tonony : bodo
Feony : dôsa        --------"
42,bodo,"Oh oh oh eyah
Oh oh eyah

Hmm

Eto aho dia variana mamisavisa ny vita
Dia lasa koa ny ora ny taona mitombo mora.
Ka hoy aho hoe, fombany ihany io
Toneo fo dia itsiko.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina

Oh oh oh eyah
Oh oh eyah

Ny ho avy indray jerena, raha mbola misy ny homena
Ny anio aloha dia vita, ny ampitso indray mahita
Ka hoy aho hoe fombany ihany io,
Toneo ny fo dia itsikio.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina

oohh
Ka hoy aho hoe fombany ihany io,
Toneo ny fo dia itsikio.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina        --------"
43,bodo,"Izay nataonao hahasambatra anao
Toa mandamoka, sy very lava izao
Tofoka ianao fa na tsara aza natao
Vao mainka koa maha-be fahavalo anao

Mihodina anao ireo niantranao
Ka na ireo aza niteny ratsy anao
Dia hiova ianao, izay no hevitrao
Fa tsinontsinona izay kely vitanao

Tsy izany no ahakivy anao

Tsaroana ery hoy ihany ianao
Izay mba fahotana kely vitanao
Tsy levona iny, voatanisa hatramin’izao
Ka mety hibaby hatramin’ny taranakao

Aleo hilaza izay manam-bava
Aleo hifosa izay olon-doza
Fa raha ianao madio toa zaza
Ny sainao, ny fonao izay no tandrovy

Hoy aho hoe :


Mpihira : bodo
Tonony : bodo
Feony : bodo        --------"
44,bodo,"Saingy hitanao
Misy rano ve 
Teo amin’ny tavako
Saingy henonao
Misy feo niloatra
Teo amin’ny vavako
Dia noheverinao
Fa tomany no 
Tamin’ny tarehiko
Dia noheverinao
Fa hoe ranomaso
No nisolo ny hehiko
Diso anefa ianao
Piti-drano ilay
Tamin’ny takolako
Ary tsy toloko
Ilay renao teo 
Fa angolangolako

Tsy maninona aho 
Tsy maninona aho
Ianao no voafitaky 
Ny eritreritrao
Izaho tsy mitalaho
Izaho tsy mitalaho
Tsy ilaiko akory 
Ny fampiononanao



Raha hitanao
Eny an-dalana eny
‘Lay olo-malalako
Dia mba ilazao
Fa tsy izy akory
Tsy izy no halako
Fa tandremonao
Sao lazainao azy
Ny amin’ny tantarako
‘Zao dia izao ihany
No ho teninao
Ka mba hanafarako
Diso hono hoe ianao
Raha heverinao
Fa tomany no ao am-po
Efa adino hono hoe
Ny momba anareo
Efa adino avokoa

Tsy maninona aho
Tsy maninona aho
Efa nionona aho
Ilay nilaozanao
Izaho tsy mitalaho
Izaho tsy mitalaho
Tsy ilaiko akory 
Ny fiverenanao

Tonony : abel andriarimalala
Feony : abel andriarimalala        --------"
45,bodo,"Raha tsy ho eo intsony ilay fitiavana hatrizay
Raha toa hizara roa ilay fo iray
Raha toa ka ho rava izay naorintsika izay
Raha toa ka nangatsika ilay fitia
Aza asiana teny intsony fa aleo
Hivalona avy hatrany
Aza asina alahelo na arahina tomany

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo

Tsy maninona raha tsy anjarantsika roa
Ny hikambana ho tena iray tokoa
Tsy maninona raha toa ka faniriana iray tsy to
Tsy isika nomandahatra mialoha
Fitiavana tsy matotra na koa
Tsy nahafehy tena satria sahy nandà izay efa nekena

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo

Fa toa nifanjohy tsy nifankafoy nivoady  ho doria
Kanefa rava foana teo ilay fiainandry
(Fitia tsy hifanohy....) Raha toa tsy hifanjohy tsy hifanaradia
Tsy hifampitsinjo koa raha tsy to ilay fitia... dia...

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo


Tsy maninona raha toa ka faniriana iray tsy to
Tsy isika nomandahatra mialoha....
Bodo & Naivo        --------"
46,bodo,"Ity hira ity no hamangiako anao any,
Dia hilazako hoe, hoe fitiavako madio.
Izao ihany aho dia hanambatra ny hery.
Ireny no efa vita ka tsy tiako ho very.

Tsy miova aho, (tsy miova)
tsy miova intsony aho. (tsy miova intsony)
Fa tena tia, (Fa efa tia)
Tena tia anao. (Tena tia anao)

Esory hatreo izay mampiahiahy, hm hmm
Ny fitiavako anao dia ataovy am-panahy.
Mandrakotra fotoana tsy ravan'ny taona
Tsy norefesina ho ampirafesina.

Tsy miova aho, (tsy miova)
tsy miova intsony. (tsy miova intsony)
Fa tena tia, (Fa efa tia)
Tena tia anao. (Tena tia anao)


Fitia mampitony.
Tsy mandray ny hafa intsony
Fitia tena feno
Mamerovero.
Fitia mitafy
Ka tsy hisy ny hanampy
Fitia mahay miampita
Tsy mety simba.

Tsy miova aho!

Fitia mampitony
Tsy mandray ny hafa intsony
Fitia tena feno
Mamerovero
Fitia mitafy
Ka tsy hisy ny hanampy
Fitia mahay miampita
Tsy mety ho simba

Tsy miova aho, (tsy miova)
tsy miova intsony aho. (tsy miova intsony)
Fa tena tia, (Fa efa tia)
Tena tia anao. (Tena tia anao)

Tsy miova aho, (tsy miova)
tsy miova intsony. (tsy miova intsony)
Fa efa tia, (Fa efa tia)
Efa tia anao. (Tena tia anao)        --------"
47,bodo,"Satriko tsy hilentika iny masoandro iny
Fa sompatra ny alina
Satriko ho mavana irony ahi-maitso
Fa tonga ny ririnina
Satriko tsy ho levona ny afo nanafana
Fa lasana lavenona
Satriko tsy hisaraka ny tana- mifandray
Fa sendra tadio sy orana maventy
Tora- defona mafonja 
Ka nilofika tsy fidiny
Tsy iriko, tsy iriko ny handratra
Fanahy ankiroa mifangoa
Fa tendrin’ny ao ambony
Izay no fiononako
Sy vali-tonom-bavako
Raha ho lasa ianao anefa ny foko mitahiry
Ilay nofy mamy teo
Fa izay no sisa heriko
Ahafahako milanja ilay alahelom-poko        --------"
48,bodo,"Mba ambarao mazava aminay ry Ray
Fa mbola misy zavatra tsy takatray
Ny tsy hamalianao ireo vavakay
Hatramin’izao ka hatramin’izay
Fa mbola feno fahotana ve izahay
Ka mbola tsy voavelanao ny helokay
Na dia miantso anao isan’andro aza izahay
Dia ny omaly tsy miova ny fiainanay

Tsy ho kivy anie aho miantso Anao 
Ray Malala ô
Hiantso Anao foana ity zanaka adala
Efa ela anie aho no mba te hiala
Amin’ny fiainanay toa kidaladala
Raha sitrakao ry Tompo omeo ahy ny hery
Hiatrehako ny ampitso ho avy mistery
Tariho làlana aho mba tsy ho very
Fa malemy sy osa feno fery

Mba iza moa ry Ray no hitarainako
Afa tsy Ianao izay nanao ny fiainako
Raha mitady hamolaka ny zava-manjo
Ianao ihany no andry iankinako
Ialako tsiny re ry Tompo Aminao
Na dia efa kivy tsy te hihaino ahy aza Ianao
Indro aho ry Tompo raiso fa adidinao
Efa trotraka miangavy mitalaho

Nangoniko ny heriko tato anaty
Hanazava ny finoako  mba tsy ho faty
Efa hatry ny ela anie aho no efa nino
Fa ny Raiko ambony tsy manadino
Ifonako ny ditra sy ny hadalàna
Tsy ataoko intsony ny handika lalàna
Indro ny tenako atolotro Anao
Inty aho ry Tompo ho irakao, irakao        --------"
49,bodo,"Moa va ianao ilay nandondona teo iny
Tsy novohaiko fa natahotra aho, aza tsiny
Ny andro koa moa efa maizina tamin’iny
Ny orana mijojo, rivotra nifofo
Naleoko tsy namaly

Menamenatra  ery aho ny omalin’iny
Ianao ilay nikopaka ahy, nefa izaho tsy nivily
Rehefa tsinjoko ianao fa nanaraka ahy
Nodiako tsy jerena
Nefa aho manantena
Fa mbola hihaona indray

Ka dia inona ary izato anton’ny dia
Aza misalasala fa avia
Mino aho fa hiandry valin’ny fitia
Matoa ianao velom-pitsikiana

Izaho akory tsy miavona sanatria
Nefa tsy tsipolitra manara-dia
Eto imasonao aho no milaza
Ho doria ny ahy fa tsy fitiavan-jaza


Mpihira : bodo
Tonony : bodo
Feony : bodo        --------"
50,bodo,"Singan'olona toa very izany izaho
 Ravinkazo tafasaraka aman-taho 
Tapak'ahitr(a) entin-driaka ka indrisy
 Izay mba toera-nitodiana toa tsy misy

Zana-borona nanintan'elatra aho 
Raiki-tahotry ny orambe mitraho 
Tsy mba zatra ny fanala an-keniheny
 Ka maniry ny homban'ny ela-dreny

Manantena sady miandry fatratra aho 
Ka ny taratrao ry volana hapariaho
 Dia vimbino izany alahelo izany 
Fa ianao no tazana eto tsinjo any

Ombimanga diso ala mantsy aho 
Manin-kavana tsy foy ka mitalaho 
Any ambadika atsimon'iny bainga
 Izay milaza tsy hisento re mandainga

Singan'olona toa very izany izaho 
Sady tolan(ny manjo ka hivavao 
O ry Zoky,O ry Zandry hany fara Irario mba ho tafita soamantsara

O ry kintana ombay manatrika aho
 Mila tsy ho very dia ka iresaho Ianareo no solon-kava-mahatratra
 Izarako izay mba zavatra mihatra

Dia veloma sy masina indrindra ho'aho 
Ny fiarovan'ny Tsitoha no angatao
 Izany sandriny mahery tsy hiala 
Fa hivimbina ny dian'ny malala        --------"
51,bodo,"Singan'olona toa very izany izaho
Ravinkazo tafasaraka aman-taho
Tapak'ahitr(a) entin-driaka ka indrisy
 Izay mba toera-nitodiana toa tsy misy

   Zana-borona nanintsan'elatra aho
Raiki-tahotry ny orambe mitraho
Tsy mba zatra ny fanala an-keniheny
Ka maniry ny homban'ny ela-dreny

   Manantena sady miandry fatratra aho
Ka ny taratrao ry volana hapariaho
Dia vimbino izany alahelo izanyFa ianao no tazana eto tsinjo any

   Ombimanga diso ala mantsy aho
Manin-kavana tsy foy ka mitalaho
Any ambadika atsimon'iny bainga 
Izay milaza tsy hisento re mandainga

   Singan'olona toa very izany izaho
Sady tolan(ny manjo ka hivavao
O ry Zoky,O ry Zandry hany fara
Irario mba ho tafita soamantsara

   O ry kintana ombay manatrika aho
Mila tsy ho very dia ka iresaho
Ianareo no solon-kava-mahatratra
Izarako izay mba zavatra mihatra

   Dia veloma sy masina indrindra ho'aho
Ny fiarovan'ny Tsitoha no angatao
Izany sandriny mahery tsy hiala
Fa hivimbina ny dian'ny malala 

Elisa Fredda        --------"
52,bodo,"Niova indray izao ny fiainako
Tsy roa intsony toy ny teo aloha
Fa  niampy iray izay tena efa niriako
Efa ela izy no nofisiko
Efa ela izay no nofisiko
Fa mamy ery fa silaky ny  aina
Kokokoloina fa tena lalaina
Ary handaniako herim-po sy herin-tsaina
Tsy ataoko mampitaraina
Tsy ataoko mampitaraina
Ny ditra kely sy ny tomany
Ny hantahantany ho satriko ihany
Ankalozaiko dia omeko fitia 
Hilalaovako an-dry
Ary omeko tambitamby mandrakizay
Avelao ho azy 
ny ezaka hatrizay
Fa na mafy aza izany
Ho zakaiko fa ho anay
Zanako, zanako
Sitrapoko avelako avokoa
Fa izay rehetra atao dia ho an’ilay sombinaiko


Mpihira : bodo
Tonony : bodo
Feony : dôsa        --------"
53,bodo,"Oh oh oh eyah
Oh oh eyah

Hmm

Eto aho dia variana mamisavisa ny vita
Dia lasa koa ny ora ny taona mitombo mora.
Ka hoy aho hoe, fombany ihany io
Toneo fo dia itsiko.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina

Oh oh oh eyah
Oh oh eyah

Ny ho avy indray jerena, raha mbola misy ny homena
Ny anio aloha dia vita, ny ampitso indray mahita
Ka hoy aho hoe fombany ihany io,
Toneo ny fo dia itsikio.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina

oohh
Ka hoy aho hoe fombany ihany io,
Toneo ny fo dia itsikio.

ôh ôh
Ou oh oh

Aleo aloha isika handihy sady mba miaramifaly androany
Matoa ianao nomeny aina, mbola misy ny antenaina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina
Ka tsy ho very maina, ho maivana ery ny saina        --------"
54,bodo,"Izay nataonao hahasambatra anao
Toa mandamoka, sy very lava izao
Tofoka ianao fa na tsara aza natao
Vao mainka koa maha-be fahavalo anao

Mihodina anao ireo niantranao
Ka na ireo aza niteny ratsy anao
Dia hiova ianao, izay no hevitrao
Fa tsinontsinona izay kely vitanao

Tsy izany no ahakivy anao

Tsaroana ery hoy ihany ianao
Izay mba fahotana kely vitanao
Tsy levona iny, voatanisa hatramin’izao
Ka mety hibaby hatramin’ny taranakao

Aleo hilaza izay manam-bava
Aleo hifosa izay olon-doza
Fa raha ianao madio toa zaza
Ny sainao, ny fonao izay no tandrovy

Hoy aho hoe :


Mpihira : bodo
Tonony : bodo
Feony : bodo        --------"
55,bodo,"Saingy hitanao
Misy rano ve 
Teo amin’ny tavako
Saingy henonao
Misy feo niloatra
Teo amin’ny vavako
Dia noheverinao
Fa tomany no 
Tamin’ny tarehiko
Dia noheverinao
Fa hoe ranomaso
No nisolo ny hehiko
Diso anefa ianao
Piti-drano ilay
Tamin’ny takolako
Ary tsy toloko
Ilay renao teo 
Fa angolangolako

Tsy maninona aho 
Tsy maninona aho
Ianao no voafitaky 
Ny eritreritrao
Izaho tsy mitalaho
Izaho tsy mitalaho
Tsy ilaiko akory 
Ny fampiononanao



Raha hitanao
Eny an-dalana eny
‘Lay olo-malalako
Dia mba ilazao
Fa tsy izy akory
Tsy izy no halako
Fa tandremonao
Sao lazainao azy
Ny amin’ny tantarako
‘Zao dia izao ihany
No ho teninao
Ka mba hanafarako
Diso hono hoe ianao
Raha heverinao
Fa tomany no ao am-po
Efa adino hono hoe
Ny momba anareo
Efa adino avokoa

Tsy maninona aho
Tsy maninona aho
Efa nionona aho
Ilay nilaozanao
Izaho tsy mitalaho
Izaho tsy mitalaho
Tsy ilaiko akory 
Ny fiverenanao

Tonony : abel andriarimalala
Feony : abel andriarimalala        --------"
56,bodo,"Raha tsy ho eo intsony ilay fitiavana hatrizay
Raha toa hizara roa ilay fo iray
Raha toa ka ho rava izay naorintsika izay
Raha toa ka nangatsika ilay fitia
Aza asiana teny intsony fa aleo
Hivalona avy hatrany
Aza asina alahelo na arahina tomany

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo

Tsy maninona raha tsy anjarantsika roa
Ny hikambana ho tena iray tokoa
Tsy maninona raha toa ka faniriana iray tsy to
Tsy isika nomandahatra mialoha
Fitiavana tsy matotra na koa
Tsy nahafehy tena satria sahy nandà izay efa nekena

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo

Fa toa nifanjohy tsy nifankafoy nivoady  ho doria
Kanefa rava foana teo ilay fiainandry
(Fitia tsy hifanohy....) Raha toa tsy hifanjohy tsy hifanaradia
Tsy hifampitsinjo koa raha tsy to ilay fitia... dia...

Aleo hijanona amin’izao
Satria nilaozanao
Sao potika sy lo ny fiainantsika roa
Tsy  ho ahy angamba ianao
Izaho koa tsy ho anao
Hangina tsy hiteny aho sao dia rotika ny fo


Tsy maninona raha toa ka faniriana iray tsy to
Tsy isika nomandahatra mialoha....
Bodo & Naivo        --------"
